username,top1_name,top1_img,top2_name,top2_img,top3_name,top3_img
JP,menace Santana,https://cdn-images.dzcdn.net/images/artist/d35951836d8f47219b933df9c28c4fe5/250x250-000000-80-0-0.jpg,Ziak,https://cdn-images.dzcdn.net/images/artist/5fed5de6aef039cffdb70f44a4609218/250x250-000000-80-0-0.jpg,Freeze Corleone,https://cdn-images.dzcdn.net/images/artist/cdac7dd9008bcce4c12809c93989e348/250x250-000000-80-0-0.jpg
